eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,total_timesteps,value_loss
200.0,-200.0,-0.0008900165557861328,450,27400,1.0982882976531982,137000,9418.8671875
200.0,-200.0,-7.004488945007324,450,27500,1.0970144271850586,137500,9.271199701288424e-07
200.0,-200.0,0.0008053183555603027,449,27600,1.0978436470031738,138000,9420.3798828125
200.0,-200.0,-2541.66650390625,449,27700,1.0967950820922852,138500,4.793517405232706e-07
200.0,-200.0,-0.0004690885543823242,449,27800,1.0982565879821777,139000,9432.0517578125
200.0,-200.0,-2.3064444065093994,449,27900,1.0980174541473389,139500,4.896777454632684e-07
200.0,-200.0,0.0001068115234375,449,28000,1.0979876518249512,140000,9420.87890625
200.0,-200.0,-100.45120239257812,449,28100,1.0975186824798584,140500,1.584063284099102e-06
200.0,-200.0,0.0012052059173583984,449,28200,1.0981993675231934,141000,9428.123046875
200.0,-200.0,0.7267608046531677,448,28300,1.0878119468688965,141500,1.252512475957701e-07
200.0,-200.0,-0.0018606185913085938,448,28400,1.09623122215271,142000,9425.73828125
200.0,-200.0,0.5652071237564087,448,28500,1.0913808345794678,142500,1.5291152521967888e-07
200.0,-200.0,-0.0014470815658569336,448,28600,1.0980515480041504,143000,9431.337890625
200.0,-200.0,-13.397910118103027,448,28700,1.098262071609497,143500,3.843672857328784e-06
200.0,-200.0,0.0009726881980895996,448,28800,1.0984032154083252,144000,9410.5517578125
200.0,-200.0,-6.114749908447266,448,28900,1.0985783338546753,144500,2.7738046810554806e-06
200.0,-200.0,0.0021317005157470703,447,29000,1.0986096858978271,145000,9419.998046875
200.0,-200.0,-70.85135650634766,447,29100,1.092728853225708,145500,6.148172360553872e-06
200.0,-200.0,0.0008968710899353027,447,29200,1.094031572341919,146000,9424.224609375
200.0,-200.0,-4135.39990234375,447,29300,1.0975308418273926,146500,1.0087154578286572e-06
200.0,-200.0,-0.0001552104949951172,447,29400,1.096282958984375,147000,9416.751953125
200.0,-200.0,-68.06916046142578,447,29500,1.097858190536499,147500,2.0148813746345695e-06
200.0,-200.0,-0.00012183189392089844,447,29600,1.0965008735656738,148000,9415.25
200.0,-200.0,0.8312914073467255,446,29700,1.0976908206939697,148500,3.78617556862082e-07
200.0,-200.0,-0.0008965730667114258,446,29800,1.098134994506836,149000,9418.66796875
200.0,-200.0,-0.2081547975540161,446,29900,1.0968406200408936,149500,9.721028391140862e-07
200.0,-200.0,0.0002129673957824707,446,30000,1.0970044136047363,150000,9428.033203125
200.0,-200.0,-26.932430267333984,446,30100,1.098224401473999,150500,2.43486147155636e-06
200.0,-200.0,-0.0001876354217529297,445,30200,1.0961623191833496,151000,9421.9814453125
200.0,-200.0,0.8767830803990364,445,30300,1.0975978374481201,151500,2.403976395726204e-07
200.0,-200.0,0.00025969743728637695,445,30400,1.0984842777252197,152000,9421.287109375
200.0,-200.0,-288.8055114746094,445,30500,1.0962457656860352,152500,1.4798109987168573e-05
200.0,-200.0,0.0013672113418579102,445,30600,1.0967941284179688,153000,9421.685546875
200.0,-200.0,-1.5992157459259033,445,30700,1.089501142501831,153500,1.2143281935550476e-07
200.0,-200.0,0.0004722476005554199,445,30800,1.0961024761199951,154000,9417.009765625
