eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,total_timesteps,value_loss
nan,nan,-1316.5340576171875,14,1,3.5835189819335938,20,1.1493101226278668e-07
nan,nan,0.27952539920806885,333,100,3.5835189819335938,2000,5.688771125278436e-07
nan,nan,-0.00026416778564453125,372,200,3.5835189819335938,4000,1.542960286140442
nan,nan,-0.00038111209869384766,383,300,3.5835185050964355,6000,0.8155112266540527
nan,nan,-0.00026416778564453125,391,400,3.5835185050964355,8000,1.5060464143753052
nan,nan,0.6014473140239716,398,500,3.5835185050964355,10000,6.064416447770782e-05
nan,nan,-0.005637407302856445,402,600,3.5835182666778564,12000,0.00014258244482334703
nan,nan,-0.00014269351959228516,403,700,3.583505630493164,14000,0.6044245958328247
nan,nan,-0.004129528999328613,404,800,3.5834927558898926,16000,0.0005186428315937519
nan,nan,-0.0017123222351074219,403,900,3.583113193511963,18000,0.005627155303955078
nan,nan,-0.00032067298889160156,406,1000,3.583207607269287,20000,1.6121511459350586
5447.0,893.0,0.004052937030792236,408,1100,3.4323983192443848,22000,3.3896384239196777
5675.333333333333,1334.0,0.2556360960006714,409,1200,3.0607047080993652,24000,0.2855907082557678
4778.2,1526.6,0.35211580991744995,410,1300,2.54624342918396,26000,1.1070735454559326
4144.833333333333,1521.6666666666667,-0.2615671157836914,412,1400,1.356057047843933,28000,2.7852156162261963
2927.4,1635.3,-0.000270843505859375,413,1500,1.5185797214508057,30000,3.279447555541992
2260.1428571428573,1543.7857142857142,0.5252268016338348,413,1600,0.06138119846582413,32000,3.1185615062713623
1835.888888888889,1335.5,0.947654265910387,414,1700,0.03575979545712471,34000,0.9805224537849426
1464.125,1152.9166666666667,0.8658939749002457,414,1800,0.8921346664428711,36000,2.026203155517578
1325.107142857143,1089.7142857142858,0.6147483587265015,415,1900,0.5701032280921936,38000,27.866601943969727
1129.6857142857143,994.0571428571428,0.40811020135879517,416,2000,0.08765225857496262,40000,1.2359856367111206
1032.275,945.675,0.9934608563780785,416,2100,0.8915678858757019,42000,0.9204932451248169
956.8222222222222,908.0444444444445,0.28291940689086914,416,2200,2.463923454284668,44000,0.14077557623386383
906.16,899.26,-0.8431206941604614,417,2300,2.9921813011169434,46000,5.664024353027344
876.9444444444445,892.9814814814815,-0.07872211933135986,417,2400,1.289736032485962,48000,53.18538284301758
851.2631578947369,884.5263157894736,0.9969023403245956,418,2500,0.5344923734664917,50000,0.458212286233902
823.8387096774194,883.258064516129,-0.044861555099487305,418,2600,0.09214591234922409,52000,1.1686737537384033
800.5454545454545,875.1515151515151,0.86745285987854,418,2700,0.6205703020095825,54000,1.8706547021865845
785.5857142857143,874.6857142857143,0.22141391038894653,418,2800,0.16811498999595642,56000,2.121168375015259
746.0649350649351,850.4025974025974,0.2688988447189331,419,2900,0.3674204349517822,58000,0.4485580027103424
726.390243902439,846.4146341463414,0.9414452649652958,419,3000,1.3323454856872559,60000,0.9560577273368835
705.0,832.3793103448276,0.28492194414138794,420,3100,0.061378251761198044,62000,1.5814257860183716
688.2391304347826,827.9021739130435,-1.2943618297576904,420,3200,0.4741893708705902,64000,106.9052734375
672.2989690721649,820.5257731958762,0.3584074378013611,420,3300,0.11574389785528183,66000,4.479739189147949
557.95,806.26,0.13253509998321533,420,3400,0.009085191413760185,68000,1.5684922933578491
444.83,776.22,0.2002629041671753,421,3500,0.05935649946331978,70000,1.2918403148651123
431.97,758.03,-9.422760009765625,421,3600,0.20292770862579346,72000,9.850781440734863
416.38,728.21,-0.0017647743225097656,421,3700,3.5556957721710205,74000,0.3863348960876465
418.1,727.85,0.24400579929351807,421,3800,1.3732225894927979,76000,2.6094555854797363
432.09,763.48,0.9944808217696846,421,3900,1.7226715087890625,78000,0.9034457206726074
437.32,778.41,0.25406479835510254,421,4000,0.21664497256278992,80000,2.9148306846618652
440.42,807.41,0.21504181623458862,421,4100,0.6464918255805969,82000,3.071028232574463
445.12,822.38,0.9858652129769325,421,4200,1.3237760066986084,84000,1.7519069910049438
450.72,837.49,-0.011785626411437988,421,4300,0.2908705770969391,86000,2.102264881134033
456.19,860.56,0.20837992429733276,421,4400,1.8328577280044556,88000,2.7963709831237793
464.41,891.39,0.3442128300666809,422,4500,2.028184175491333,90000,46.185340881347656
465.0,893.57,0.9781985972076654,422,4600,1.4420661926269531,92000,1.9461768865585327
464.54,901.7,0.2103598713874817,422,4700,0.4577997624874115,94000,1.593398094177246
465.97,909.04,0.3210720419883728,422,4800,0.37936216592788696,96000,128.6552734375
472.97,931.71,0.4837164878845215,422,4900,1.102203607559204,98000,0.3904949128627777
472.23,936.66,0.9968870047014207,422,5000,2.4072413444519043,100000,0.24708804488182068
470.35,941.62,0.9967589068692178,422,5100,1.9418766498565674,102000,0.4669175148010254
472.6,951.41,-24.827306747436523,422,5200,1.612508773803711,104000,22.294706344604492
477.39,968.37,0.3418295979499817,423,5300,0.27084124088287354,106000,3.290426254272461
484.52,983.87,0.042433321475982666,423,5400,2.2014541625976562,108000,4.0180816650390625
489.39,997.23,0.7185632288455963,423,5500,1.3862264156341553,110000,23.35654067993164
493.27,1007.93,0.07683122158050537,423,5600,0.3466782569885254,112000,34.579063415527344
501.36,1027.03,0.16621345281600952,423,5700,0.2873666286468506,114000,1.8852224349975586
503.34,1034.03,0.1567676067352295,423,5800,2.0601394176483154,116000,47.98278045654297
506.54,1041.39,0.2745060324668884,423,5900,0.1576882004737854,118000,0.6502529382705688
507.29,1042.83,-0.041353583335876465,423,6000,0.16809514164924622,120000,142.70394897460938
498.45,1028.73,-0.04413425922393799,423,6100,0.8321532011032104,122000,4.967973232269287
498.1,1032.26,0.3575361371040344,423,6200,0.6483734846115112,124000,4.386231899261475
503.55,1050.3,0.3003523349761963,423,6300,0.4944232106208801,126000,2.755876302719116
493.77,1033.05,0.9907140657305717,423,6400,1.4487483501434326,128000,2.656874179840088
509.42,1058.77,-0.021731138229370117,423,6500,1.6701157093048096,130000,4.145002841949463
507.25,1050.38,0.9956498071551323,423,6600,1.502280831336975,132000,1.0941452980041504
505.74,1051.38,0.14889270067214966,423,6700,2.3209152221679688,134000,203.56948852539062
504.57,1057.84,0.9923850046470761,423,6800,1.885282278060913,136000,2.9676899909973145
503.33,1051.48,-3.3601698875427246,423,6900,3.5584652423858643,138000,0.022110488265752792
510.6,1057.15,0.1843963861465454,423,7000,1.0955140590667725,140000,2.0334222316741943
513.3,1060.4,0.9972863665316254,423,7100,0.9871616363525391,142000,0.9095423817634583
518.78,1066.75,0.6885688900947571,423,7200,1.696124792098999,144000,0.33530014753341675
520.9,1065.94,-0.11653029918670654,423,7300,2.429103374481201,146000,59.499290466308594
526.2,1065.46,0.41353869438171387,423,7400,0.8763427734375,148000,1.73798406124115
519.08,1037.85,0.303455114364624,423,7500,0.44274672865867615,150000,1.8771717548370361
516.38,1025.62,0.9994918830925599,423,7600,2.5867221355438232,152000,0.17707404494285583
515.64,1020.81,0.9938858784735203,423,7700,1.7937721014022827,154000,1.1613590717315674
519.87,1029.84,0.9545660018920898,423,7800,2.692136287689209,156000,1.9439144134521484
519.18,1020.19,0.756820410490036,423,7900,3.03348708152771,158000,14.908391952514648
515.08,1016.48,0.9678264930844307,423,8000,3.0126941204071045,160000,1.8385061025619507
512.67,1014.16,0.7808300405740738,423,8100,2.1785778999328613,162000,63.941490173339844
512.13,1012.88,0.9966395292431116,423,8200,1.2861400842666626,164000,2.7586255073547363
510.19,1001.72,0.9246164038777351,423,8300,1.4385287761688232,166000,18.14626693725586
529.78,997.17,-0.0018476247787475586,423,8400,1.4299559593200684,168000,114.31290435791016
528.84,991.67,0.14950299263000488,423,8500,0.8092952966690063,170000,1.6603024005889893
529.65,986.13,0.41250622272491455,423,8600,0.5556110143661499,172000,2.1162285804748535
534.41,989.9,0.9934831000864506,423,8700,1.9805370569229126,174000,1.0759344100952148
539.01,992.16,0.9711015410721302,423,8800,1.4860832691192627,176000,3.286795139312744
538.79,983.22,0.9881171630695462,423,8900,1.017729640007019,178000,1.6758781671524048
535.74,958.2,0.9866840336471796,423,9000,1.9077644348144531,180000,2.282332420349121
536.87,957.38,0.9966735849156976,423,9100,1.9279310703277588,182000,0.1804235726594925
524.13,932.07,0.3602895736694336,423,9200,0.29198282957077026,184000,2.760634660720825
532.51,904.75,0.16250580549240112,423,9300,0.2374604493379593,186000,2.3736605644226074
529.6,881.78,0.5790165364742279,423,9400,0.32125887274742126,188000,2.3718807697296143
533.93,878.95,0.6702041327953339,423,9500,0.740942656993866,190000,1.4996753931045532
518.92,834.24,0.29459434747695923,423,9600,2.7513890266418457,192000,17.921375274658203
