# {"t_start": 1593250725.0123248, "env_id": null} 
r,l,t
893.0,5447,55.107295
2785.0,2025,74.064802
588.0,364,77.459671
593.0,359,80.834232
612.0,348,84.194007
593.0,353,87.545959
612.0,348,90.792522
612.0,348,94.040675
612.0,348,97.284297
601.0,354,100.562009
607.0,355,103.891565
604.0,354,107.242883
606.0,354,110.5462
591.0,417,114.385488
603.0,364,117.854665
1135.0,533,122.88892
612.0,348,126.21221
605.0,354,129.506535
604.0,348,132.75293
611.0,348,135.993555
610.0,348,139.243317
612.0,348,142.500211
606.0,348,145.715564
601.0,353,148.976026
589.0,355,152.280485
612.0,348,155.520337
612.0,348,158.761336
611.0,348,161.968265
608.0,349,165.2374
977.0,506,169.971688
967.0,458,174.273814
593.0,457,178.566669
1343.0,522,183.506027
606.0,352,186.817601
1475.0,670,193.09438
997.0,459,197.400292
979.0,542,202.549083
968.0,441,206.714682
612.0,348,209.962724
985.0,418,213.907563
599.0,354,217.205817
1011.0,495,221.800601
1106.0,659,227.936849
1182.0,520,232.804746
607.0,348,236.030283
606.0,359,239.416653
978.0,495,244.017949
2182.0,1059,253.884143
971.0,451,258.136863
985.0,458,262.419915
1695.0,822,270.121504
1380.0,700,276.613986
980.0,537,281.684657
608.0,354,284.986976
1008.0,490,289.554732
966.0,411,293.40987
1336.0,521,298.310152
604.0,354,301.628972
1473.0,656,307.770271
1725.0,581,313.239425
942.0,417,317.14513
1350.0,514,322.085535
2130.0,825,330.185367
958.0,522,335.150427
1153.0,726,341.930142
1541.0,831,349.766804
2308.0,893,358.048805
553.0,387,361.737969
2125.0,764,368.952673
564.0,375,372.420005
585.0,360,375.782963
594.0,355,379.163981
962.0,485,383.675988
1158.0,579,389.185077
938.0,473,393.721328
555.0,381,397.322999
533.0,391,400.994524
1485.0,929,409.635766
557.0,385,413.216868
924.0,595,418.751106
554.0,380,422.299949
542.0,391,425.979929
1391.0,697,432.533331
559.0,404,436.352556
551.0,385,440.016711
561.0,380,443.618817
560.0,379,447.202018
557.0,376,450.755868
924.0,548,455.893735
555.0,381,459.434838
569.0,372,462.916099
976.0,483,467.396014
597.0,353,470.722865
585.0,378,474.289437
1782.0,715,480.942354
1567.0,618,486.710954
600.0,350,489.983642
1328.0,617,495.779693
577.0,369,499.259847
981.0,553,504.512248
1296.0,628,510.320877
956.0,587,515.864305
572.0,376,519.412986
576.0,366,522.85851
974.0,489,527.489214
1541.0,666,533.728646
577.0,368,537.157888
980.0,449,541.351106
1181.0,612,547.094245
585.0,362,550.469745
972.0,421,554.389784
572.0,370,557.859025
1058.0,682,564.234649
980.0,570,569.553057
1362.0,655,575.682703
947.0,515,580.511852
1391.0,586,585.929654
1365.0,522,590.824368
971.0,445,594.999169
1898.0,804,602.572905
1472.0,643,608.67759
559.0,389,612.289708
919.0,492,616.982026
543.0,385,620.614793
1763.0,831,628.429042
919.0,517,633.441104
926.0,622,639.582465
546.0,391,643.371619
1349.0,643,649.4737
1121.0,632,655.379458
1053.0,590,660.87393
918.0,480,665.415809
1098.0,595,671.04477
968.0,459,675.354399
2218.0,1127,686.047119
929.0,1743,702.664056
947.0,476,707.127849
1532.0,661,713.400616
3062.0,3459,745.893138
940.0,571,751.266341
961.0,560,756.502045
1434.0,723,763.337639
2166.0,942,772.220586
558.0,384,775.811064
964.0,646,781.905305
921.0,511,786.708454
2333.0,971,795.774624
1804.0,830,803.550428
1576.0,794,811.000156
935.0,541,816.05409
557.0,381,819.636936
1390.0,648,825.690974
960.0,461,830.08677
958.0,475,834.538934
579.0,364,837.940081
951.0,623,843.820134
1344.0,537,848.948599
1576.0,754,856.080539
555.0,382,859.697865
971.0,445,863.848284
2904.0,2388,886.288485
2203.0,957,895.265944
977.0,524,900.246906
959.0,501,904.937086
565.0,375,908.479106
569.0,376,912.016205
979.0,548,917.154682
1664.0,586,922.759242
1093.0,558,928.067673
1350.0,616,933.907053
978.0,448,938.1291
1386.0,541,943.30027
1180.0,532,948.559268
1768.0,777,956.026131
953.0,442,960.159955
1758.0,681,966.572404
976.0,467,970.932487
568.0,373,974.428389
940.0,463,978.80364
1394.0,689,985.309741
577.0,368,988.800732
994.0,520,993.660228
947.0,448,997.841881
593.0,354,1001.277643
584.0,374,1004.888046
1166.0,585,1010.510343
607.0,354,1013.886959
1084.0,516,1018.759025
601.0,352,1022.065623
1339.0,566,1027.377173
1788.0,611,1033.14472
596.0,382,1036.735412
1754.0,587,1042.294249
587.0,364,1045.724191
962.0,440,1049.88095
1396.0,580,1055.369415
1725.0,709,1062.001424
989.0,423,1065.978108
1401.0,575,1071.410338
960.0,464,1075.788027
1409.0,617,1081.684664
1400.0,555,1086.974094
974.0,459,1091.369615
1127.0,543,1096.536124
979.0,459,1100.864481
608.0,348,1104.151151
1637.0,700,1110.704985
978.0,446,1114.8804
973.0,448,1119.130694
974.0,432,1123.186207
1687.0,696,1129.725622
2110.0,797,1137.238936
1379.0,592,1142.835548
2209.0,852,1150.902464
2002.0,866,1159.071437
1960.0,894,1167.56051
1610.0,556,1172.881496
2304.0,3657,1207.242979
962.0,406,1211.12758
1382.0,581,1216.597866
1763.0,654,1222.747685
996.0,466,1227.135569
1753.0,674,1233.448853
2149.0,860,1241.57372
1339.0,569,1246.994648
1320.0,560,1252.338204
1377.0,554,1257.902154
3259.0,5259,1307.988249
1865.0,794,1315.489104
966.0,523,1320.450654
1428.0,854,1328.593297
1454.0,888,1337.08914
1803.0,1113,1347.638659
1773.0,1140,1358.46001
1908.0,944,1367.294208
1477.0,729,1374.198724
2307.0,824,1381.968644
955.0,480,1386.582943
1767.0,781,1394.067391
1385.0,495,1398.817864
1358.0,638,1404.940415
2152.0,685,1411.531833
2355.0,793,1419.139097
984.0,427,1423.182051
948.0,428,1427.256404
1546.0,678,1433.701521
981.0,414,1437.61759
2366.0,984,1446.914091
2854.0,743,1454.007482
577.0,380,1457.6152
1832.0,605,1463.402984
1519.0,569,1468.753679
2308.0,897,1477.349787
907.0,562,1482.702046
2025.0,955,1491.995063
2731.0,1359,1504.882406
1537.0,859,1513.095556
1467.0,596,1518.78594
1346.0,595,1524.440195
2299.0,789,1531.923666
1891.0,609,1537.763241
2132.0,1117,1548.371102
2149.0,831,1556.367483
2149.0,871,1564.712098
1936.0,885,1573.590236
