#{"t_start": 1592839139.722356, "env_id": "MountainCarContinuous-v0"}
r,l,t
-14.489096,999,4.054085
-24.27593,999,6.096111
68.893074,770,7.399895
-54.199463,999,9.122305
-14.401185,999,11.05624
-37.815615,999,12.978399
-30.894164,999,14.752537
-33.634196,999,16.444172
-50.489352,999,18.129132
-6.579684,999,19.7956
-45.438206,999,21.747981
-22.987772,999,23.595159
-50.900348,999,25.45117
-11.636205,999,27.249466
-70.688319,999,29.053713
-24.097076,999,30.856432
-15.182141,999,32.694694
-34.54436,999,34.573257
-27.877455,999,36.489485
-12.680577,999,38.327369
-18.84255,999,40.211149
-25.329068,999,42.052002
-25.623595,999,43.829519
-48.8703,999,45.579379
-72.505273,999,47.361924
-59.937649,999,49.109568
-10.437172,999,50.823666
-13.393507,999,52.590976
-26.615023,999,54.35216
-66.516878,999,56.06275
-24.612057,999,57.82786
-60.359212,999,59.529857
-39.672226,999,61.268228
-47.170087,999,63.03611
-13.414368,999,64.786524
-22.099402,999,66.486305
-20.284456,999,68.185253
-26.842382,999,69.88191
-18.14536,999,71.738054
57.153161,796,73.072164
-11.501272,999,74.770749
-39.167322,999,76.405675
-16.709931,999,78.034628
84.039531,577,79.018071
-41.357563,999,80.708565
-10.031132,999,82.32016
69.999103,599,83.325231
-50.850576,999,85.068988
-71.905244,999,86.918675
-39.724556,999,88.632754
-71.687857,999,90.379035
-19.43715,999,92.127963
-42.41467,999,93.839721
-50.923449,999,95.503557
-9.157495,999,97.236316
-37.359573,999,98.922446
-64.148242,999,100.570263
-19.502445,999,102.287593
-57.096397,999,103.966452
79.888054,875,105.427819
-24.592188,999,107.144771
-47.479952,999,108.904419
-58.089908,999,110.59479
-31.827576,999,112.29493
-14.176779,999,114.022412
-14.863297,999,115.751153
-70.646601,999,117.460485
-77.739005,999,119.135161
-17.658213,999,120.802774
-47.146587,999,122.468747
-46.060308,999,124.14842
53.282474,937,125.755463
78.955344,372,126.428443
84.263694,290,126.924248
-18.495942,999,128.687786
75.7867,661,129.900851
-29.845881,999,131.644027
-49.689157,999,133.408422
-53.433314,999,135.144856
59.500013,999,136.900485
71.059912,535,137.772285
-31.854023,999,139.461121
-63.345372,999,141.151689
87.538343,539,141.995697
-89.769167,999,143.798679
-54.294534,999,145.54966
-48.165854,999,147.316455
-45.190595,999,149.042513
-88.710415,999,150.756024
-42.53426,999,152.494388
-27.109789,999,154.210723
-72.898592,999,155.985104
-55.299776,999,157.89086
-23.226528,999,159.937589
-16.317844,999,162.262955
-28.35954,999,164.195338
-29.882635,999,166.169001
-56.62479,999,168.11631
-32.946829,999,170.043925
-59.307909,999,172.020393
-14.022292,999,173.859174
86.333192,577,174.927157
-65.035072,999,176.715082
-24.813993,999,178.589927
-60.43957,999,180.685292
67.562626,798,182.156223
-5.352647,999,183.944005
73.592573,966,185.551006
-24.369675,999,187.430727
-66.618356,999,189.313172
-54.255381,999,191.125427
-63.405037,999,192.877098
-33.003583,999,194.617538
-43.172698,999,196.437663
78.272434,345,197.301904
67.205286,924,199.52639
-40.445573,999,201.461377
-9.990443,999,203.346296
85.772135,455,204.256087
-64.600228,999,206.151229
84.946206,663,207.31195
-67.354459,999,209.166724
93.308177,208,209.59013
82.111094,568,210.682621
90.043099,344,211.212681
86.222866,257,211.735334
90.878211,255,212.251316
84.020112,979,213.847216
87.006564,561,214.93707
94.120835,263,215.443855
89.145455,282,215.80832
89.704861,255,216.274169
54.658857,718,217.622986
91.784335,249,218.133154
49.157899,900,219.655929
87.265581,323,220.179634
92.531424,180,220.591877
