# {"t_start": 1592335435.1575391, "env_id": "MountainCar-v0"} 
r,l,t
-200.0,200,2.230675
-200.0,200,2.342916
-200.0,200,2.452327
-200.0,200,2.567986
-200.0,200,2.686238
-200.0,200,3.259117
-200.0,200,3.720757
-200.0,200,4.187304
-200.0,200,4.653506
-200.0,200,5.114115
-200.0,200,5.582695
-200.0,200,6.063572
-200.0,200,6.5615
-200.0,200,7.072362
-200.0,200,7.585597
-200.0,200,8.101556
-200.0,200,8.607839
-200.0,200,9.112604
-200.0,200,9.620991
-200.0,200,10.12273
-200.0,200,10.623567
-200.0,200,11.124846
-200.0,200,11.639029
-200.0,200,12.142459
-200.0,200,12.649813
-200.0,200,13.153857
-200.0,200,13.646977
-200.0,200,14.130702
-200.0,200,14.63959
-200.0,200,15.14538
-200.0,200,15.654073
-200.0,200,16.163978
-200.0,200,16.671269
-200.0,200,17.1805
-200.0,200,17.680478
-200.0,200,18.18762
-200.0,200,18.705519
-200.0,200,19.212093
-200.0,200,19.72186
-200.0,200,20.239583
-200.0,200,20.760518
-200.0,200,21.268522
-200.0,200,21.774837
-200.0,200,22.281829
-200.0,200,22.782101
-200.0,200,23.296032
-200.0,200,23.803559
-200.0,200,24.306992
-200.0,200,24.814224
-200.0,200,25.326827
-200.0,200,25.835345
-200.0,200,26.349357
-200.0,200,26.860536
-200.0,200,27.373893
-200.0,200,27.881772
-200.0,200,28.384459
-200.0,200,28.889932
-200.0,200,29.404716
-200.0,200,29.924364
-200.0,200,30.45156
-200.0,200,30.965931
-200.0,200,31.483589
-200.0,200,31.999176
-200.0,200,32.512733
-200.0,200,33.035123
-200.0,200,33.546993
-200.0,200,34.062948
-200.0,200,34.589166
-200.0,200,35.105209
-200.0,200,35.624394
-200.0,200,36.155494
-200.0,200,36.676557
-200.0,200,37.189635
-200.0,200,37.707695
-200.0,200,38.221651
-200.0,200,38.74436
-200.0,200,39.268084
-200.0,200,39.786417
-200.0,200,40.299181
-200.0,200,40.809674
-200.0,200,41.314554
-200.0,200,41.832162
-200.0,200,42.318624
-200.0,200,42.803875
-200.0,200,43.325341
-200.0,200,43.820884
-200.0,200,44.326259
-200.0,200,44.836168
-200.0,200,45.334691
-200.0,200,45.838576
-200.0,200,46.35977
-200.0,200,46.859964
-200.0,200,47.364211
-200.0,200,47.868969
-200.0,200,48.363692
-200.0,200,48.865899
-200.0,200,49.357403
-200.0,200,49.850633
-200.0,200,50.344733
-200.0,200,50.817304
-200.0,200,51.347067
-200.0,200,51.840902
-200.0,200,52.343192
-200.0,200,52.813898
-200.0,200,53.321586
-200.0,200,53.803153
-200.0,200,54.276673
-200.0,200,54.747031
-200.0,200,55.215819
-200.0,200,55.689576
-200.0,200,56.163752
-200.0,200,56.643392
-200.0,200,57.131568
-200.0,200,57.601405
-200.0,200,58.086797
-200.0,200,58.556006
-200.0,200,59.036239
-200.0,200,59.530843
-200.0,200,60.006014
-200.0,200,60.493108
-200.0,200,60.999403
-200.0,200,61.49173
-200.0,200,62.002625
-200.0,200,62.51101
-200.0,200,63.004527
-200.0,200,63.485794
-200.0,200,63.99078
-200.0,200,64.499714
-200.0,200,64.990196
-200.0,200,65.477672
-200.0,200,65.978623
-200.0,200,66.46948
-200.0,200,66.94224
-200.0,200,67.413211
-200.0,200,67.894868
-200.0,200,68.369317
-200.0,200,68.853324
-200.0,200,69.332208
-200.0,200,69.829397
-200.0,200,70.300238
-200.0,200,70.777963
-200.0,200,71.266548
-200.0,200,71.737436
-200.0,200,72.214937
-200.0,200,72.698513
-200.0,200,73.180286
-200.0,200,73.657523
-200.0,200,74.144911
-200.0,200,74.637829
-200.0,200,75.140225
-200.0,200,75.630796
-200.0,200,76.101621
-200.0,200,76.572532
-200.0,200,77.044405
-200.0,200,77.519667
-200.0,200,78.031926
-200.0,200,78.51804
-200.0,200,79.014112
-200.0,200,79.489735
-200.0,200,79.976713
-200.0,200,80.457274
-200.0,200,80.931245
-200.0,200,81.410669
-200.0,200,81.895591
-200.0,200,82.377741
-200.0,200,82.870595
-200.0,200,83.367122
-200.0,200,83.840794
-200.0,200,84.32372
-200.0,200,84.802242
-200.0,200,85.288803
-200.0,200,85.782986
-200.0,200,86.29814
-200.0,200,86.782057
-200.0,200,87.263743
-200.0,200,87.768443
-200.0,200,88.256484
-200.0,200,88.733382
-200.0,200,89.210963
-200.0,200,89.69003
-200.0,200,90.183419
-200.0,200,90.698274
-200.0,200,91.195537
-200.0,200,91.693685
-200.0,200,92.180507
-200.0,200,92.663015
-200.0,200,93.151753
-200.0,200,93.63253
-200.0,200,94.109225
-200.0,200,94.590508
-200.0,200,95.072776
-200.0,200,95.553309
-200.0,200,96.041173
-200.0,200,96.516644
-200.0,200,97.001243
-200.0,200,97.493351
-200.0,200,97.978232
-200.0,200,98.470346
-200.0,200,98.950261
-200.0,200,99.425968
-200.0,200,99.905657
-200.0,200,100.40428
-200.0,200,100.877939
-200.0,200,101.362285
-200.0,200,101.854434
-200.0,200,102.354294
-200.0,200,102.860446
-200.0,200,103.363351
-200.0,200,103.849811
-200.0,200,104.349355
-200.0,200,104.82993
-200.0,200,105.32062
-200.0,200,105.859952
-200.0,200,106.397133
-200.0,200,106.926712
-200.0,200,107.4556
-200.0,200,107.988327
-200.0,200,108.510956
-200.0,200,109.044206
-200.0,200,109.569726
-200.0,200,110.09579
-200.0,200,110.628045
-200.0,200,111.176456
-200.0,200,111.709027
-200.0,200,112.251406
-200.0,200,112.790189
-200.0,200,113.324269
-200.0,200,113.818198
-200.0,200,114.327205
-200.0,200,114.817673
-200.0,200,115.302914
-200.0,200,115.79424
-200.0,200,116.2941
-200.0,200,116.796453
-200.0,200,117.31592
-200.0,200,117.822537
-200.0,200,118.332635
-200.0,200,118.819114
-200.0,200,119.320937
-200.0,200,119.820794
-200.0,200,120.324042
-200.0,200,120.809639
-200.0,200,121.295067
-200.0,200,121.785976
-200.0,200,122.29238
-200.0,200,122.769411
-200.0,200,123.27809
-200.0,200,123.765307
-200.0,200,124.255128
-200.0,200,124.757916
-200.0,200,125.252882
-200.0,200,125.75144
-200.0,200,126.231767
-200.0,200,126.716281
-200.0,200,127.213012
-200.0,200,127.701091
-200.0,200,128.188396
-200.0,200,128.670342
-200.0,200,129.157491
-200.0,200,129.64606
-200.0,200,130.15458
-200.0,200,130.635152
-200.0,200,131.114193
-200.0,200,131.590862
-200.0,200,132.088991
-200.0,200,132.598982
-200.0,200,133.119837
-200.0,200,133.638919
-200.0,200,134.163828
-200.0,200,134.672808
-200.0,200,135.181432
-200.0,200,135.694773
-200.0,200,136.213895
-200.0,200,136.724341
-200.0,200,137.237009
-200.0,200,137.725118
-200.0,200,138.21672
-200.0,200,138.717071
-200.0,200,139.215216
-200.0,200,139.700571
-200.0,200,140.197346
-200.0,200,140.728355
-200.0,200,141.224363
-200.0,200,141.715371
-200.0,200,142.228701
-200.0,200,142.777647
-200.0,200,143.331776
-200.0,200,143.815614
-200.0,200,144.314873
-200.0,200,144.824101
-200.0,200,145.33876
-200.0,200,145.854833
-200.0,200,146.361422
-200.0,200,146.843307
-200.0,200,147.33232
-200.0,200,147.811503
-200.0,200,148.301779
-200.0,200,148.776406
-200.0,200,149.283444
-200.0,200,149.77484
-200.0,200,150.263704
-200.0,200,150.746816
-200.0,200,151.229934
-200.0,200,151.701545
-200.0,200,152.182976
-200.0,200,152.667284
-200.0,200,153.160609
-200.0,200,153.639448
-200.0,200,154.122563
-200.0,200,154.588237
-200.0,200,155.057339
