# {"t_start": 1592322932.4502, "env_id": "MountainCar-v0"} 
r,l,t
-200.0,200,2.194331
-200.0,200,2.330677
-200.0,200,2.466125
-200.0,200,2.60216
-200.0,200,2.71408
-200.0,200,3.256759
-200.0,200,3.701774
-200.0,200,4.154557
-200.0,200,4.623472
-200.0,200,5.056437
-200.0,200,5.52181
-200.0,200,5.970737
-200.0,200,6.406175
-200.0,200,6.850734
-200.0,200,7.295362
-200.0,200,7.759105
-200.0,200,8.193404
-200.0,200,8.629265
-200.0,200,9.088704
-200.0,200,9.537884
-200.0,200,9.996933
-200.0,200,10.440829
-200.0,200,10.890922
-200.0,200,11.328242
-200.0,200,11.764547
-200.0,200,12.218579
-200.0,200,12.655087
-200.0,200,13.102735
-200.0,200,13.565097
-200.0,200,14.012147
-200.0,200,14.455067
-200.0,200,14.893011
-200.0,200,15.329956
-200.0,200,15.767454
-200.0,200,16.208058
-200.0,200,16.660974
-200.0,200,17.14473
-200.0,200,17.600355
-200.0,200,18.052862
-200.0,200,18.491877
-200.0,200,18.951718
-200.0,200,19.400552
-200.0,200,19.863996
-200.0,200,20.303014
-200.0,200,20.744197
-200.0,200,21.184662
-200.0,200,21.626094
-200.0,200,22.065433
-200.0,200,22.53731
-200.0,200,22.981581
-200.0,200,23.423763
-200.0,200,23.87471
-200.0,200,24.316384
-200.0,200,24.764147
-200.0,200,25.221476
-200.0,200,25.667126
-200.0,200,26.132217
-200.0,200,26.592522
-200.0,200,27.06543
-200.0,200,27.515074
-200.0,200,27.956104
-200.0,200,28.392818
-200.0,200,28.840069
-200.0,200,29.300043
-200.0,200,29.755819
-200.0,200,30.193133
-200.0,200,30.656851
-200.0,200,31.132672
-200.0,200,31.639688
-200.0,200,32.11168
-200.0,200,32.616311
-200.0,200,33.112246
-200.0,200,33.614566
-200.0,200,34.112099
-200.0,200,34.583863
-200.0,200,35.056094
-200.0,200,35.527507
-200.0,200,36.036284
-200.0,200,36.510671
-200.0,200,36.973525
-200.0,200,37.430259
-200.0,200,37.899237
-200.0,200,38.380043
-200.0,200,38.855443
-200.0,200,39.329508
-200.0,200,39.806067
-200.0,200,40.279964
-200.0,200,40.754858
-200.0,200,41.236333
-200.0,200,41.698693
-200.0,200,42.157818
-200.0,200,42.604695
-200.0,200,43.092725
-200.0,200,43.547082
-200.0,200,43.993388
-200.0,200,44.43939
-200.0,200,44.92751
-200.0,200,45.399995
-200.0,200,45.880805
-200.0,200,46.363497
-200.0,200,46.889084
-200.0,200,47.368474
-200.0,200,47.843195
-200.0,200,48.331513
-200.0,200,48.811144
-200.0,200,49.30114
-200.0,200,49.779888
-200.0,200,50.265727
-200.0,200,50.75011
-200.0,200,51.207946
-200.0,200,51.662236
-200.0,200,52.158833
-200.0,200,52.633386
-200.0,200,53.111247
-200.0,200,53.581763
-200.0,200,54.035449
-200.0,200,54.487169
-200.0,200,54.96475
-200.0,200,55.452911
-200.0,200,55.934496
-200.0,200,56.397316
-200.0,200,56.850014
-200.0,200,57.306359
-200.0,200,57.762846
-200.0,200,58.211784
-200.0,200,58.672412
-200.0,200,59.122589
-200.0,200,59.58509
-200.0,200,60.032002
-200.0,200,60.474696
-200.0,200,60.927314
-200.0,200,61.411612
-200.0,200,61.8719
-200.0,200,62.319481
-200.0,200,62.785909
-200.0,200,63.234628
-200.0,200,63.707847
-200.0,200,64.192189
-200.0,200,64.653753
-200.0,200,65.132185
-200.0,200,65.632201
-200.0,200,66.102748
-200.0,200,66.567944
-200.0,200,67.035935
-200.0,200,67.531588
-200.0,200,68.007643
-200.0,200,68.486473
-200.0,200,68.957305
-200.0,200,69.429651
-200.0,200,69.919991
-200.0,200,70.409295
-200.0,200,70.888058
-200.0,200,71.382507
-200.0,200,71.87584
-200.0,200,72.364898
-200.0,200,72.84938
-200.0,200,73.318719
-200.0,200,73.779787
-200.0,200,74.230061
-200.0,200,74.686685
-200.0,200,75.1361
-200.0,200,75.581689
-200.0,200,76.031193
-200.0,200,76.501232
-200.0,200,76.981675
-200.0,200,77.461529
-200.0,200,77.941648
-200.0,200,78.42303
-200.0,200,78.901667
-200.0,200,79.37767
-200.0,200,79.859285
-200.0,200,80.338057
-200.0,200,80.814429
-200.0,200,81.299459
-200.0,200,81.776947
-200.0,200,82.234489
-200.0,200,82.678267
-200.0,200,83.122873
-200.0,200,83.571316
-200.0,200,84.02395
-200.0,200,84.474043
-200.0,200,84.920457
-200.0,200,85.376222
-200.0,200,85.874691
-200.0,200,86.356363
-200.0,200,86.821777
-200.0,200,87.266116
-200.0,200,87.737325
-200.0,200,88.189227
-200.0,200,88.642879
-200.0,200,89.097931
-200.0,200,89.562113
-200.0,200,90.043106
-200.0,200,90.531021
-200.0,200,90.997403
-200.0,200,91.472007
-200.0,200,91.950119
-200.0,200,92.426536
-200.0,200,92.904243
-200.0,200,93.381362
-200.0,200,93.857655
-200.0,200,94.328441
-200.0,200,94.798976
-200.0,200,95.276501
-200.0,200,95.757975
-200.0,200,96.252056
-200.0,200,96.728882
-200.0,200,97.215428
-200.0,200,97.69284
-200.0,200,98.17837
-200.0,200,98.653109
-200.0,200,99.134703
-200.0,200,99.613955
-200.0,200,100.095648
-200.0,200,100.57473
-200.0,200,101.049907
-200.0,200,101.525023
-200.0,200,102.003186
-200.0,200,102.481529
-200.0,200,102.955145
-200.0,200,103.432611
-200.0,200,103.909766
-200.0,200,104.395427
-200.0,200,104.871101
-200.0,200,105.347014
-200.0,200,105.831533
-200.0,200,106.308975
-200.0,200,106.791751
-200.0,200,107.270682
