#{"t_start": 1592402432.7840898, "env_id": "MountainCarContinuous-v0"}
r,l,t
-39.395986,999,4.282356
-8.669689,999,6.67335
-84.336345,999,9.260053
-37.682559,999,11.825022
-22.877197,999,14.18497
-93.434289,999,16.751153
-19.329677,999,19.321504
-45.708266,999,21.891755
-45.513381,999,24.481655
-18.177256,999,27.060353
-59.26524,999,29.402998
-50.313912,999,31.836798
-21.613726,999,34.437224
-22.414334,999,37.056303
-93.507705,999,39.719683
-8.461646,999,42.384624
-53.119771,999,44.755417
-62.769096,999,47.006111
-52.25801,999,49.198351
-19.229989,999,51.571044
-23.476599,999,53.814438
-27.223787,999,56.321873
-27.927574,999,58.965212
-11.235643,999,61.598504
-28.42612,999,64.019072
-47.160357,999,66.276409
90.635511,727,68.10899
-9.055438,999,70.150757
-17.853022,999,72.362852
-76.784692,999,74.564816
-37.142598,999,77.169117
56.044892,717,79.246131
-53.061258,999,81.948951
-70.157336,999,84.953432
-20.851152,999,87.708622
78.625484,640,89.135869
-41.254291,999,91.409009
-44.55615,999,93.76701
-13.719671,999,96.020374
-41.486002,999,98.284862
-43.804592,999,100.597548
-12.682477,999,102.990951
-66.749801,999,105.699809
-18.551205,999,108.408106
-11.916043,999,110.980446
-46.784945,999,113.584526
-65.50111,999,116.28186
-38.81694,999,118.943538
-34.789601,999,121.35223
-7.380451,999,123.928279
-42.499835,999,126.28384
-47.628128,999,128.556868
-64.847468,999,130.82456
-16.764973,999,133.5177
-51.544534,999,136.229943
-16.311367,999,138.932707
-40.430246,999,141.58915
-14.745262,999,143.857126
-50.17425,999,146.184091
-26.542807,999,148.874158
-67.34254,999,151.664416
-35.733893,999,154.375002
-16.57091,999,157.099955
-63.616732,999,159.718156
-37.728512,999,162.287849
-54.850322,999,164.825138
-26.720407,999,167.133487
-64.355818,999,169.512815
-61.619443,999,171.776919
-47.000887,999,174.044521
-49.248949,999,176.483324
78.962071,989,178.741689
-13.558524,999,180.996372
-34.683884,999,183.253091
-82.875597,999,185.892816
-63.627405,999,188.523325
-17.215649,999,190.86944
-50.189519,999,193.234643
-39.233032,999,195.488966
-15.728079,999,197.748669
-48.83142,999,200.037374
88.946435,385,201.059467
81.075199,650,202.637119
-46.69787,999,204.942021
-43.810166,999,207.242621
81.579607,514,208.447143
-75.810343,999,211.152983
76.542336,872,213.383606
-11.201321,999,215.642426
69.220963,586,216.802563
92.230566,207,217.451223
-45.370839,999,219.905248
54.12735,794,221.539322
-30.423731,999,223.794147
-76.303699,999,226.180234
67.812847,746,227.993526
-26.843028,999,230.427403
74.474027,461,231.569989
39.612296,917,233.639931
90.159217,475,234.694939
79.619219,312,235.73365
84.298,526,236.935691
-67.799421,999,239.738019
55.559216,786,242.034538
97.125021,205,242.528611
-73.702898,999,244.925678
90.07825,226,245.421513
85.403416,394,246.346055
87.573826,622,247.753603
93.13752,382,248.842155
79.616034,375,249.752503
87.314731,284,250.443401
85.445213,342,251.173247
79.073451,550,252.34925
-60.216088,999,254.655966
85.620905,541,256.00157
86.026156,326,256.68821
77.330675,400,257.60109
96.272364,162,258.055362
89.985222,405,259.13169
88.21561,205,259.677421
-68.297145,999,262.237056
85.74983,297,262.973828
