# {"t_start": 1592481074.4859865, "env_id": null} 
r,l,t
487.0,1397,32.232196
590.0,1114,58.619808
1114.0,823,78.453397
1139.0,1534,113.40947
1021.0,445,122.780983
1193.0,646,137.451385
711.0,439,146.543596
1121.0,802,165.92484
793.0,464,175.316706
1768.0,778,192.970736
1171.0,2876,259.745562
1043.0,492,271.310397
1057.0,612,285.886358
1069.0,604,298.459356
961.0,516,310.137925
769.0,463,321.361179
695.0,515,333.099825
1169.0,636,348.10361
1798.0,2035,394.883223
982.0,438,404.11218
821.0,450,415.292987
869.0,425,424.560089
1502.0,1011,448.073136
1205.0,1428,480.600975
906.0,446,491.823665
1264.0,744,507.468537
2192.0,905,528.289821
1408.0,801,548.069916
1421.0,2927,616.080507
1047.0,457,625.595524
1588.0,703,642.609067
1396.0,1367,673.152757
2534.0,2740,737.025478
1395.0,751,754.431926
1405.0,769,772.180134
823.0,363,778.93459
807.0,372,787.676612
1415.0,795,807.341148
1368.0,623,820.061124
1176.0,512,831.816025
906.0,378,840.616766
1012.0,520,852.541732
1498.0,530,866.272387
960.0,389,875.168747
1410.0,518,886.909555
840.0,398,895.887687
1395.0,582,908.319334
960.0,418,919.263979
1168.0,547,931.395352
874.0,433,940.632566
1462.0,568,954.706073
1281.0,478,964.528295
868.0,457,975.947761
801.0,375,984.637363
1054.0,412,993.696788
1226.0,502,1005.349743
764.0,355,1013.971607
1157.0,1638,1051.964485
2008.0,1013,1075.387677
1183.0,537,1087.419591
1969.0,963,1108.638493
1877.0,771,1126.265791
1041.0,530,1138.09633
738.0,365,1146.686625
1545.0,607,1160.939848
1953.0,833,1180.889044
806.0,368,1187.742274
851.0,385,1196.647774
1169.0,588,1210.992897
1308.0,570,1223.239498
810.0,372,1231.913894
821.0,369,1240.57351
1402.0,590,1255.008155
1013.0,420,1264.15889
1205.0,492,1275.990012
1142.0,554,1288.413646
907.0,378,1297.144912
849.0,375,1305.86434
1131.0,592,1320.19755
1411.0,870,1340.689793
1213.0,533,1352.70555
1588.0,1055,1376.465761
832.0,381,1385.158192
1436.0,675,1400.089993
1002.0,417,1411.132055
1015.0,497,1420.968266
707.0,396,1431.697912
1006.0,418,1440.836697
1318.0,704,1456.111922
709.0,382,1464.79883
1383.0,539,1476.777543
1623.0,842,1497.211082
812.0,370,1505.887938
803.0,367,1514.532299
1393.0,505,1526.222023
2392.0,752,1543.866496
1567.0,639,1558.538256
809.0,383,1567.357486
1321.0,576,1579.793121
1175.0,626,1594.751808
815.0,375,1603.534842
907.0,388,1612.374122
850.0,416,1621.544317
987.0,459,1632.825289
720.0,394,1641.700692
1608.0,656,1656.874392
986.0,506,1668.632445
1302.0,541,1680.70314
913.0,382,1689.518519
1578.0,787,1707.320435
984.0,404,1716.354077
2425.0,1115,1742.83348
1378.0,550,1755.063346
805.0,365,1763.86165
836.0,389,1772.80236
1468.0,625,1787.466107
852.0,380,1796.302129
789.0,380,1805.183889
976.0,416,1814.479178
924.0,410,1825.413668
1607.0,605,1838.088733
1912.0,635,1852.914344
829.0,379,1861.784529
886.0,400,1870.822031
1181.0,842,1891.079756
1038.0,416,1900.628396
862.0,368,1909.526306
766.0,353,1918.224236
1667.0,636,1933.053733
835.0,388,1941.978075
1248.0,470,1953.615409
2057.0,695,1969.046313
784.0,387,1978.107775
874.0,401,1987.202168
980.0,456,1998.651977
1166.0,476,2008.510169
1398.0,503,2020.338458
880.0,401,2029.459191
1079.0,531,2043.508006
3410.0,1033,2067.531617
1650.0,3105,2139.373718
1577.0,741,2157.107989
759.0,409,2166.341948
1396.0,751,2184.137597
1182.0,594,2196.893692
1008.0,523,2211.178759
1130.0,551,2223.628573
950.0,464,2233.288548
1402.0,578,2247.680377
1514.0,677,2263.126218
1156.0,526,2275.237123
1395.0,670,2292.506616
1181.0,529,2304.687938
2019.0,822,2323.164618
1374.0,569,2337.504998
1731.0,960,2359.223267
1609.0,759,2377.261409
1965.0,748,2395.111265
1450.0,2930,2464.045284
1574.0,675,2479.28579
1431.0,601,2493.941327
1310.0,554,2506.294282
1573.0,684,2522.002619
1345.0,650,2538.96055
1520.0,583,2551.482738
1204.0,559,2564.077332
1206.0,569,2578.51011
2045.0,736,2596.282315
2380.0,913,2617.532741
2369.0,922,2638.782752
1205.0,532,2651.005334
1773.0,727,2668.552081
1411.0,3084,2740.804868
1804.0,682,2756.324986
1648.0,2920,2825.164088
1800.0,672,2840.639024
1581.0,744,2858.395612
1748.0,726,2876.205061
1770.0,992,2899.83315
1468.0,2902,2966.292607
1475.0,635,2981.152039
1557.0,671,2996.374565
1849.0,812,3016.608626
1453.0,609,3029.404168
1621.0,1242,3058.906417
1369.0,650,3073.914003
1604.0,715,3091.283308
1558.0,643,3106.276646
1676.0,3030,3178.423931
1410.0,613,3191.331211
1610.0,736,3209.03868
912.0,470,3220.622751
1363.0,581,3233.283844
1754.0,749,3251.096901
1611.0,644,3266.198178
1778.0,728,3283.766503
2260.0,948,3305.252381
1178.0,509,3317.29161
1575.0,643,3332.309037
1426.0,592,3347.147891
1604.0,614,3362.172651
1532.0,678,3377.614729
1671.0,732,3395.323449
1153.0,545,3407.624784
1531.0,832,3426.503096
1873.0,803,3446.906359
1379.0,657,3462.460422
1698.0,2232,3514.470271
1945.0,1564,3552.740806
2267.0,1099,3577.614922
1098.0,551,3590.120068
1545.0,1072,3616.473725
1966.0,1145,3643.533336
1320.0,630,3658.532695
1859.0,766,3676.674669
2125.0,738,3692.631962
1382.0,701,3710.182452
1871.0,957,3731.926578
1783.0,724,3749.662051
1451.0,620,3764.85909
1196.0,712,3780.541232
1823.0,810,3800.943709
1627.0,760,3818.858367
1745.0,709,3834.602152
2193.0,900,3855.791492
1918.0,725,3873.471233
1758.0,742,3891.245136
1789.0,776,3909.526188
1217.0,579,3922.151645
1381.0,588,3936.706768
1966.0,917,3957.83858
1915.0,788,3976.062114
2008.0,799,3994.47405
1983.0,906,4017.448737
1613.0,734,4033.351904
1927.0,755,4051.268212
1398.0,632,4066.26106
1741.0,692,4083.966442
1598.0,635,4097.195902
1612.0,740,4114.993282
2526.0,1040,4139.23591
1571.0,640,4154.331591
1668.0,2956,4223.532043
1506.0,618,4238.566411
1585.0,677,4255.766852
1388.0,624,4268.746726
1200.0,593,4283.380311
1567.0,609,4298.199465
1372.0,570,4310.848977
1754.0,798,4331.053704
1761.0,718,4346.936178
1962.0,842,4367.69708
1835.0,767,4386.112671
1432.0,706,4402.06847
1844.0,748,4420.031549
1617.0,636,4435.108165
3211.0,1011,4458.971665
1936.0,707,4474.795313
1588.0,599,4489.493757
2553.0,1130,4516.385449
1598.0,628,4531.251257
1579.0,651,4546.350421
1817.0,677,4561.694735
2556.0,981,4585.25646
1847.0,710,4600.864434
2384.0,980,4624.568544
2556.0,835,4645.1658
1638.0,2981,4715.083231
1757.0,619,4729.970368
1440.0,618,4744.772039
1764.0,688,4760.247714
1785.0,752,4778.186135
1757.0,802,4796.487681
1414.0,669,4811.739898
2024.0,728,4829.385157
1841.0,715,4846.832946
1746.0,645,4861.776877
1632.0,619,4876.603038
1740.0,693,4891.956755
1923.0,826,4910.416253
1384.0,639,4925.429603
1515.0,631,4940.260384
1635.0,2960,5009.425095
1741.0,755,5027.246372
1620.0,714,5044.788632
1866.0,867,5065.412669
1960.0,739,5081.204641
1733.0,731,5098.818289
1740.0,695,5116.228591
1749.0,671,5131.42283
1402.0,561,5143.740219
2403.0,851,5164.178053
2191.0,878,5184.983097
2254.0,900,5206.126233
1233.0,621,5220.978949
2124.0,878,5239.994888
1967.0,669,5257.289825
2270.0,804,5275.716792
1990.0,776,5293.855953
1461.0,650,5309.030852
1802.0,844,5330.064155
1720.0,769,5348.144922
1567.0,734,5364.098819
1607.0,692,5381.474419
2371.0,891,5402.462809
1574.0,634,5417.42725
1451.0,649,5432.605455
1974.0,838,5451.367667
1903.0,726,5468.933329
1496.0,645,5483.984673
