eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
nan,nan,168,1.4785967e-06,0.0,3.5835178,-0.00040750625,2.980208,-2.4318695068359375e-05,1,128,3.030219944999999,512
nan,nan,177,1.2135478e-05,0.0,3.5834863,-0.00033684657,16.126268,-0.0005934238433837891,2,256,5.914267968999866,1024
nan,nan,179,1.9103558e-05,0.0,3.583414,-0.00022676698,4.200681,-0.0002434253692626953,3,384,8.77509348500007,1536
nan,nan,174,4.983963e-05,0.0,3.5831683,-0.0011191496,3.6028042,-0.0001283884048461914,4,512,11.71043977599993,2048
nan,nan,173,9.109295e-05,0.0,3.5825999,-0.0011761939,9.627089,-0.0007774829864501953,5,640,14.670056827000053,2560
nan,nan,174,0.00014471624,0.0,3.5815253,-0.0007975449,0.6281249,-0.0014919042587280273,6,768,17.607326845999978,3072
nan,nan,175,0.00013102207,0.0,3.5805647,-0.0016757596,11.189089,-0.00027871131896972656,7,896,20.526631099000042,3584
nan,nan,176,0.00021380278,0.0,3.5784419,-0.000748873,1.0392537,-0.0004699230194091797,8,1024,23.421684342999924,4096
nan,nan,174,0.00022311164,0.0,3.576066,-0.0013123695,1.2854228,0.000653386116027832,9,1152,26.355472259999942,4608
nan,nan,170,0.00024228384,0.0,3.5737135,-0.0033452045,9.161466,-0.0002294778823852539,10,1280,29.364239965000024,5120
1397.0,487.0,169,0.00034024921,0.0048828125,3.5709906,-0.00412083,0.6629925,-0.00045299530029296875,11,1408,32.38047346400003,5632
1397.0,487.0,168,0.00073085754,0.0146484375,3.5678344,-0.005115336,2.5173647,-0.0008751153945922852,12,1536,35.425738322999905,6144
1397.0,487.0,172,0.0011381963,0.06347656,3.5550852,-0.0048203827,13.458934,-0.0007320642471313477,13,1664,38.39883627699987,6656
1397.0,487.0,175,0.00077786756,0.019042969,3.539414,-0.0025454683,13.298611,2.4497509002685547e-05,14,1792,41.32432840299998,7168
1397.0,487.0,171,0.0005675237,0.014160156,3.5233948,-0.002457762,5.491066,-0.0008646249771118164,15,1920,44.316046945999915,7680
1397.0,487.0,171,0.00050824805,0.0034179688,3.5162983,-0.0020098449,4.3729444,0.0002085566520690918,16,2048,47.29869108699995,8192
1397.0,487.0,173,0.0005012265,0.0029296875,3.5022924,-0.0041265776,4.3867207,0.00018066167831420898,17,2176,50.24579717200004,8704
1832.0,707.0,175,0.00076660595,0.013183594,3.4917903,-0.0023537884,5.716612,-0.00026679039001464844,18,2304,53.16720275400007,9216
1832.0,707.0,172,0.0029480024,0.1899414,3.4620676,-0.0046244822,25.263592,0.00022327899932861328,19,2432,56.13564994500007,9728
1592.6666666666667,668.0,172,0.0009822705,0.018066406,3.416943,-0.003969527,10.372212,0.0005636215209960938,20,2560,59.10692340299988,10240
1592.6666666666667,668.0,177,0.0026361938,0.20214844,3.3826375,-0.0012933082,17.759655,0.00034922361373901367,21,2688,61.986882468999966,10752
1887.25,761.25,173,0.0012743303,0.052246094,3.3388312,-0.003914136,17.984838,0.0006132125854492188,22,2816,64.93753149000008,11264
2079.8,805.0,175,0.00086250226,0.023925781,3.331941,-0.0049632187,13.62475,0.0005127191543579102,23,2944,67.85386690699988,11776
2079.8,805.0,175,0.000914023,0.0146484375,3.2916067,-0.0017214284,31.57426,0.000444948673248291,24,3072,70.76737718499999,12288
2079.8,805.0,174,0.001319558,0.052246094,3.2602165,-0.0019178209,10.909983,-0.00013494491577148438,25,3200,73.69379163100007,12800
2079.8,805.0,176,0.0009806589,0.033691406,3.2373025,-0.0032763232,24.401314,0.0004697442054748535,26,3328,76.59803027499993,13312
1687.7142857142858,838.2857142857143,176,0.000372929,0.0087890625,3.2468355,-0.0031642974,33.305824,0.0011078119277954102,27,3456,79.50370834199998,13824
1687.7142857142858,838.2857142857143,177,0.0010911274,0.06201172,3.2503576,-0.0056095542,11.845964,0.002053976058959961,28,3584,82.39435007799989,14336
1578.875,862.0,175,0.0005443156,0.00390625,3.229824,-0.0013807716,16.751974,0.0014907121658325195,29,3712,85.31312691900007,14848
1578.875,862.0,175,0.0019204139,0.10546875,3.1979072,-0.003220109,22.247248,-0.0003705024719238281,30,3840,88.23319152499994,15360
1474.4,873.0,174,0.00040499537,0.00048828125,3.180701,-0.0019049634,17.665064,0.0001875758171081543,31,3968,91.165981182,15872
1474.4,873.0,175,0.00037535647,0.0,3.2128181,-0.0017428597,13.729099,0.0026665329933166504,32,4096,94.07918302899998,16384
1474.4,873.0,176,0.0010582083,0.0146484375,3.1931133,-0.0057305135,13.529246,0.00177079439163208,33,4224,96.97664469899996,16896
1385.7272727272727,874.9090909090909,174,0.0008996934,0.03466797,3.152646,0.0022756655,20.643309,0.0008127689361572266,34,4352,99.91740825200009,17408
