# {"t_start": 1592481074.4849515, "env_id": null} 
r,l,t
980.0,2850,67.036762
1028.0,817,84.908273
1135.0,720,102.030854
1487.0,579,114.265228
942.0,464,125.648606
958.0,431,134.842255
1125.0,509,146.309972
901.0,465,157.457754
1272.0,782,174.906942
1217.0,599,189.212773
936.0,431,198.352788
1548.0,971,221.431265
1524.0,794,239.23185
1363.0,833,257.330877
1378.0,821,277.240561
798.0,435,286.585502
945.0,480,298.075201
855.0,498,309.59437
741.0,457,318.940635
1459.0,932,341.708342
750.0,432,351.132831
860.0,407,360.064008
1974.0,867,380.427777
1260.0,683,395.435704
697.0,407,404.414268
1162.0,750,421.854441
795.0,383,430.822975
809.0,390,439.670024
1405.0,575,453.917727
1613.0,1011,477.282573
1048.0,501,488.997592
988.0,449,498.361314
1240.0,533,510.356428
1286.0,625,525.040938
1191.0,470,536.535493
1443.0,628,551.097282
759.0,430,560.312758
1647.0,622,574.931471
1117.0,743,592.638246
1315.0,617,607.236495
1870.0,884,627.874897
1158.0,788,645.650335
908.0,384,654.770489
1455.0,2358,708.095789
1777.0,1068,733.807136
1403.0,917,754.484268
923.0,441,763.776257
1170.0,560,776.023234
768.0,355,784.614921
1583.0,839,804.64171
1008.0,390,813.522011
1275.0,489,825.07579
1208.0,487,834.822555
1170.0,506,846.588244
1766.0,860,866.902095
1607.0,982,889.993721
1373.0,651,904.906312
880.0,397,913.795765
1575.0,901,934.524885
1220.0,1006,957.851397
806.0,360,966.729133
848.0,378,975.589982
761.0,360,982.336196
905.0,389,993.004113
848.0,385,1001.802042
1282.0,551,1013.961416
1170.0,537,1025.969686
812.0,366,1034.633946
1453.0,657,1049.471347
953.0,404,1058.455528
806.0,359,1067.110356
1042.0,400,1076.023874
1558.0,831,1096.146889
2455.0,951,1117.177035
1223.0,906,1137.730618
720.0,381,1146.453661
1399.0,524,1158.181665
831.0,380,1166.97193
1026.0,527,1178.757949
775.0,384,1187.569518
1190.0,581,1201.87317
1663.0,692,1217.090019
1174.0,488,1228.590396
991.0,464,1239.890042
1032.0,427,1249.162215
1220.0,581,1263.443856
1155.0,438,1272.894916
1395.0,500,1284.94374
1327.0,485,1296.444604
2240.0,784,1314.222573
1384.0,833,1332.492193
1186.0,580,1346.814711
755.0,363,1355.471252
1835.0,659,1370.29246
1373.0,688,1385.333024
1001.0,422,1394.407574
905.0,390,1405.122738
860.0,409,1414.292584
750.0,370,1422.965336
1528.0,611,1435.583813
2106.0,882,1456.087965
1043.0,420,1466.911856
1278.0,712,1482.307177
908.0,388,1491.315736
1720.0,690,1508.360386
1284.0,450,1517.729205
1307.0,496,1529.357974
1138.0,514,1541.253368
1567.0,990,1564.449151
763.0,373,1573.261924
1290.0,491,1583.140443
1453.0,644,1598.153444
1699.0,621,1612.746617
767.0,417,1623.727409
1191.0,512,1635.480712
895.0,422,1644.651931
1347.0,700,1660.178435
1165.0,491,1671.7886
1179.0,639,1686.532977
1410.0,719,1703.75845
905.0,388,1712.634825
884.0,399,1721.644039
1605.0,661,1736.74568
1268.0,739,1754.357848
1408.0,509,1766.256839
1345.0,578,1778.660296
805.0,386,1787.581812
1981.0,866,1808.117446
1189.0,540,1820.307115
1762.0,638,1835.063642
1249.0,496,1846.822456
1322.0,473,1858.367374
2432.0,998,1881.86057
754.0,359,1890.483152
1272.0,548,1903.119578
1192.0,554,1915.489552
1583.0,586,1929.888986
1200.0,511,1941.743023
754.0,388,1950.740731
932.0,429,1960.213228
770.0,386,1969.157368
1249.0,462,1980.72379
1002.0,444,1990.205215
1127.0,459,2001.732892
1022.0,461,2011.413712
1739.0,658,2026.466249
1667.0,605,2041.167476
2671.0,895,2062.137395
1018.0,475,2073.784385
1397.0,553,2086.064272
1148.0,493,2097.713769
1349.0,566,2111.946596
1411.0,722,2127.577887
1711.0,1005,2151.446636
1793.0,812,2169.785179
1417.0,586,2184.265355
1367.0,714,2201.793785
2290.0,3218,2277.387075
1384.0,576,2290.060379
1151.0,540,2302.375572
1360.0,569,2316.726806
1637.0,625,2331.604725
1577.0,634,2346.559383
1506.0,696,2362.201634
1757.0,698,2379.695846
1103.0,518,2391.771911
1599.0,604,2404.562693
1167.0,603,2419.154163
1119.0,501,2430.992777
1766.0,827,2449.604603
2224.0,946,2472.984755
1962.0,797,2491.229103
1194.0,568,2503.689455
1752.0,701,2521.391539
1584.0,621,2536.221645
969.0,519,2548.242597
1573.0,635,2563.327945
1529.0,638,2578.390338
1327.0,577,2591.019438
1549.0,652,2606.173188
1518.0,661,2623.298928
2185.0,914,2644.507776
1511.0,635,2659.422884
2108.0,728,2675.106937
794.0,448,2686.563008
1489.0,733,2704.467282
1163.0,505,2716.350884
1915.0,813,2734.719532
2072.0,795,2753.140081
1533.0,651,2768.223699
1105.0,547,2780.650309
1756.0,695,2797.943874
2133.0,734,2815.574038
1095.0,534,2827.943957
1363.0,591,2840.749978
1724.0,1000,2864.555245
1438.0,613,2879.418813
1105.0,510,2891.339349
1908.0,687,2906.717676
1110.0,511,2918.663679
1632.0,682,2935.793929
1014.0,556,2948.24347
841.0,458,2959.645917
969.0,500,2969.645792
1875.0,3047,3041.058152
1515.0,727,3058.650732
1244.0,580,3071.199803
1371.0,1693,3112.136384
1259.0,584,3124.740797
1428.0,657,3140.064854
1736.0,1266,3170.162165
1638.0,773,3188.365048
1562.0,655,3203.484281
1963.0,3263,3280.845986
2002.0,755,3298.797787
1130.0,507,3310.772499
1156.0,553,3323.178645
1354.0,557,3335.55475
1616.0,776,3355.869117
1768.0,641,3371.078016
2237.0,993,3393.000075
949.0,488,3404.798307
1274.0,611,3419.703005
1009.0,503,3431.796158
1114.0,537,3444.128102
1337.0,586,3459.140548
1695.0,732,3474.989053
1182.0,531,3487.316253
1392.0,2925,3556.68712
1891.0,1736,3598.536619
1378.0,690,3613.997164
959.0,477,3625.723168
1813.0,3106,3698.502383
1981.0,1012,3722.624684
1763.0,990,3746.500047
1322.0,646,3761.826985
1622.0,764,3779.938679
1591.0,876,3800.942605
1602.0,729,3816.720415
1745.0,837,3837.337005
2203.0,1068,3861.915767
1911.0,784,3880.081355
1610.0,755,3898.024254
2066.0,806,3918.366542
1510.0,675,3933.708762
1471.0,610,3948.427184
1174.0,570,3960.958338
1918.0,836,3981.525552
1953.0,860,4000.407973
2012.0,1040,4026.485376
2254.0,1232,4054.248755
1573.0,651,4069.543594
1652.0,644,4084.839844
1764.0,693,4102.302704
1499.0,2925,4171.359773
1589.0,695,4186.8457
1499.0,2888,4255.689439
1604.0,659,4270.822313
1935.0,832,4289.458566
1967.0,811,4309.914719
1480.0,729,4325.75677
1741.0,733,4343.582398
1616.0,684,4359.198003
1355.0,559,4373.619315
2219.0,921,4395.519889
1610.0,626,4410.469608
1582.0,624,4425.520528
1945.0,777,4443.628916
1571.0,656,4458.781802
2135.0,1007,4482.901486
1559.0,604,4495.81301
1753.0,678,4512.992402
1610.0,636,4527.992476
2227.0,926,4549.252144
1806.0,672,4564.515747
1584.0,667,4579.734813
1190.0,526,4591.811353
1507.0,662,4608.851419
1958.0,755,4626.911424
2421.0,851,4645.7456
1142.0,577,4660.203843
1575.0,713,4675.85632
1832.0,753,4693.933531
1169.0,492,4706.033794
1886.0,637,4721.102697
1578.0,642,4736.189385
1468.0,585,4750.711538
1387.0,608,4763.626344
1620.0,747,4781.488457
1833.0,713,4798.988288
1935.0,705,4814.525753
1593.0,648,4829.636308
2103.0,844,4850.06671
1816.0,753,4867.847562
1630.0,613,4882.593576
2237.0,825,4901.027971
1916.0,769,4918.990274
1766.0,700,4934.522044
1417.0,588,4948.925887
1593.0,622,4963.658345
1613.0,723,4981.149191
1914.0,810,4999.497516
1650.0,676,5015.114827
1932.0,820,5035.43798
2406.0,1115,5060.13189
1828.0,802,5080.162391
1719.0,731,5095.940392
1415.0,604,5110.655169
1600.0,683,5126.039851
2399.0,875,5146.676745
1757.0,732,5164.188175
1505.0,640,5179.166176
2418.0,1127,5206.040462
1592.0,677,5221.388151
1675.0,785,5239.572562
1368.0,656,5254.859782
1580.0,655,5270.060371
1383.0,613,5284.953559
1959.0,771,5303.006504
1819.0,846,5324.111037
1577.0,644,5339.175651
1799.0,686,5354.719561
1761.0,773,5372.850524
1344.0,697,5390.271463
1337.0,625,5405.111435
1812.0,720,5420.903316
2288.0,937,5442.414565
1967.0,711,5459.86055
2552.0,892,5480.868602
2220.0,919,5502.035204
3176.0,1164,5529.277103
966.0,453,5540.821916
1842.0,799,5559.289859
